01,AGNEBY-TIASSA
02,BAFING
03,BAGOUE
04,BELIER
05,BERE
06,BOUNKANI
07,CAVALLY
DA,DISTRICT AUTONOME DE ABIDJAN
DY,DISTRICT AUTONOME DE YAMOUSSOUKRO
08,FOLON
09,GBEKE
12,GONTOUGO
13,GRANDS PONTS
14,GUEMON
15,HAMBOL
16,HAUT-SASSANDRA
17,IFFOU
18,INDENIE-DJUABLIN
19,KABADOUGOU
21,MARAHOUE
22,ME
23,MORONOU
24,NAWA
25,N'ZI
26,PORO
27,SAN PEDRO
28,SUD-COMOE
29,TCHOLOGO
30,TONKPI
31,WORODOUGOU
10,GBOKLE
11,GOH
20,LOH-DJIBOUA
