1,AGBOVILLE,01
2,SIKENSI,01
3,TAABO,01
4,TIASSALE,01
7,TOUBA,02
6,OUANINOU,02
5,KORO,02
8,BOUNDIALI,03
9,KOUTO,03
10,TENGRELA,03
11,DIDIEVI,04
12,DJEKANOU,04
13,TIEBISSOU,04
14,TOUMODI,04
15,DIANRA,05
16,KOUNAHIRI,05
17,MANKONO,05
18,BOUNA,06
19,DOROPO,06
20,NASSIAN,06
21,TEHINI,06
22,BLOLEQUIN,07
23,GUIGLO,07
24,TAI,07
25,TOULEPLEU,07
26,ABIDJAN,DA
27,ATTIEGOUAKRO,DY
28,YAMOUSSOUKRO,DY
29,KANIASSO,08
30,MINIGNAN,08
31,BEOUMI,09
32,BOTRO,09
33,BOUAKE,09
34,SAKASSOU,09
35,FRESCO,10
36,SASSANDRA,10
37,GAGNOA,11
38,OUME,11
39,BONDOUKOU,12
40,KOUN-FAO,12
41,SANDEGUE,12
42,TANDA,12
43,TRANSUA,12
44,DABOU,13
45,GRAND-LAHOU,13
46,JACQUEVILLE,13
47,BANGOLO,14
48,DUEKOUE,14
49,FACOBLY,14
50,KOUIBLY,14
51,DABAKALA,15
52,KATIOLA,15
53,NIAKARAMADOUGOU,15
54,DALOA,16
55,ISSIA,16
56,VAVOUA,16
57,ZOUKOUGBEU,16
58,DAOUKRO,17
59,M'BAHIAKRO,17
110,OUELLE,17
60,PRIKRO,17
61,ABENGOUROU,18
62,AGNIBILEKROU,18
63,BETTIE,18
64,GBELEBAN,19
66,MADINANI,19
67,ODIENNE,19
68,SAMATIGUILA,19
69,SEGUELON,19
70,DIVO,20
71,GUITRY,20
72,LAKOTA,20
111,BONON,21
73,BOUAFLE,21
112,GOHITAFLA,21
74,SINFRA,21
75,ZUENOULA,21
76,ADZOPE,22
77,AKOUPE,22
78,ALEPE,22
79,YAKASSE-ATTOBROU,22
80,ARRAH,23
81,BONGOUANOU,23
82,M'BATTO,23
83,BUYO,24
84,GUEYO,24
85,MEAGUI,24
86,SOUBRE,24
87,BOCANDA,25
88,DIMBOKRO,25
89,KOUASSI-KOUASSIKRO,25
90,DIKODOUGOU,26
91,KORHOGO,26
92,M'BENGUE,26
93,SINEMATIALI,26
94,SAN PEDRO,27
95,TABOU,27
96,ABOISSO,28
97,ADIAKE,28
98,GRAND-BASSAM,28
99,TIAPOUM,28
100,FERKESSEDOUGOU,29
101,KONG,29
102,OUANGOLODOUGOU,29
103,BIANKOUMA,30
104,DANANE,30
105,MAN,30
106,SIPILOU,30
107,ZOUAN-HOUNIEN,30
108,KANI,31
109,SEGUELA,31
