3f97024d-0024-4751-9abe-2621196c8f77,PRESFOR,14,"",2,AFOR-DSIG
cea0c608-3bfc-40cc-9077-7033bfb67bd8,PRESFOR,18,"",2,AFOR-DSIG
23a29bf4-b4de-415a-bdd7-51a9f629bc98,PRESFOR,20,"",2,AFOR-DSIG
aba68ada-35a3-44ca-a39d-7ac2f44b5670,PRESFOR,22,"",2,AFOR-DSIG
21f12352-db44-469f-a880-4105f8421a9c,PRESFOR,23,"",2,AFOR-DSIG
359bb262-e899-41d7-82dd-d217ffcd6c26,PRESFOR,24,"",2,AFOR-DSIG
f22e52ec-3677-4ac9-b9ac-d97ddfa7da57,PRESFOR,25,"",2,AFOR-DSIG
02277df6-6b3b-4a24-a3fa-3e59a97eabce,PRESFOR,26,"",2,AFOR-DSIG
5db618a1-5eab-4118-abb1-741fd7215056,PRESFOR,28,"",2,AFOR-DSIG
99bd1287-9ee7-4f3a-9c80-d8abda3857b5,PRESFOR,29,"",2,AFOR-DSIG
dfdb6675-0978-4625-9e61-28616f916a55,PRESFOR,30,"",2,AFOR-DSIG
8c46de94-c581-4a47-955b-942639d7b19f,PRESFOR,31,"",2,AFOR-DSIG
6f6e7af8-850e-4b41-9a6b-0cd67d6fa451,PRESFOR,07,"",2,AFOR-DSIG
d8844098-255a-4b32-92cc-9b5706d398ba,PRESFOR,01,"",1,AFOR-DSIG
aca53c98-8f58-4113-80b9-d8c59209de67,PRESFOR,02,"",1,AFOR-DSIG
73d01ac6-f932-42b3-b973-5386853d3dcd,PRESFOR,02,"",2,AFOR-DSIG
04cb85da-37ad-404e-9181-1c574e50a6e5,PRESFOR,07,"",1,AFOR-DSIG
7243dba9-862a-4a2a-9ff8-f990b959a1a7,PRESFOR,01,"",2,AFOR-DSIG
984d92ee-84b8-44ad-af52-fde03e2115b9,HP,10,,,AFOR-HP
ddecfba4-20fa-4c93-a0b6-3d65758a6325,HP,11,,,AFOR-HP
3d0345ac-09c2-49f8-b934-84c2ff884334,HP,12,,,AFOR-HP
f17cbbc8-beac-4bef-b465-b3a00f470893,HP,13,,,AFOR-HP
428c83fd-731e-44f3-9123-506d6044afca,HP,14,,,AFOR-HP
ba5c7266-24d7-4c2a-b494-2d3532e35952,HP,15,,,AFOR-HP
309ea611-074c-40fa-b237-e2263290e4c8,HP,16,,,AFOR-HP
4df51b20-c39a-4f95-b1f5-90ecaf71e170,HP,17,,,AFOR-HP
d62f9363-c126-45c1-a312-df941fd24c99,HP,18,,,AFOR-HP
0da892ab-9dab-4735-b9f5-4483622617de,HP,19,,,AFOR-HP
e0d6e8ac-194d-4a23-b41f-29c232210c84,HP,20,,,AFOR-HP
0ad2896a-80e4-4113-b678-55ea7e01afaf,HP,21,,,AFOR-HP
8edd4818-727b-4bb1-957b-fb93d2700ff7,HP,22,,,AFOR-HP
79798e4f-d02f-4ff2-bd05-9a33987f39c3,HP,23,,,AFOR-HP
d8861071-70df-4197-8ff1-670172f02824,HP,24,,,AFOR-HP
3739ac99-179d-41d1-9262-967a61ecdb49,HP,25,,,AFOR-HP
99665753-ee57-4e4f-8e21-af54c3295b16,HP,26,,,AFOR-HP
c1994057-242e-4b31-b86e-69654a9d137a,HP,27,,,AFOR-HP
111899fc-9615-420f-9d7b-cb6270b0fead,HP,28,,,AFOR-HP
4ad97b50-1826-49d3-9ec8-5c8b8d5da790,HP,29,,,AFOR-HP
38c96392-948b-4207-8dab-4b19a5f4396d,HP,30,,,AFOR-HP
59bcefd5-e401-454f-ad3c-19c475b2c091,HP,31,,,AFOR-HP
b2301ca5-85f3-4488-97e3-8f927d1ceaf5,HP,DA,,,AFOR-HP
6af2ad47-7d25-4631-91fd-c4be98581ae1,HP,DY,,,AFOR-HP
7f3aa7cf-0ddd-4e50-a570-c6bf84238219,PRESFOR,DA,,,AFOR
44118d0a-038b-42be-be4e-34c1b37ea67a,PRESFOR,DY,,,AFOR
8bf2b68e-dab3-43cb-a4ec-732164f49bdf,PRESFOR,DA,,,AFOR-DSIG
107b8ec1-fb20-44e1-bbaa-323c80110ed0,PRESFOR,DY,,,AFOR-DSIG
